Region,Region County,Lat,Long,Year,Sow Month,Ripe Time,Yield
Wolfertn,Norfk,52.8279,0.456,2012,10/1,,9.73
Wolfertn,Norfk,52.8279,0.456,2014,10/8,,
Wolfertn,Norfk,52.8279,0.456,2015,10/2,,12.51
Wolfertn,Norfk,52.8279,0.456,2016,27/11,,
Wolfertn,Norfk,52.8279,0.456,2017,10/7,,
Wolferton,Norfolk,52.8279,0.456,2004,10/1,,
Wolferton,Norfolk,52.8279,0.456,2005,10/1,,
Woolpit,Sufflk,52.2248,0.8879,2009,16/10,,8.86
Woolpit,Sufflk,52.2248,0.8879,2010,14/10,,7.48
Worksop,Notts.,53.3093,-1.1227,2003,10/1,,
Wye,Kent,51.1819,0.9379,2004,10/1,,
Wye,Kent,51.1819,0.9379,2015,28/10,274,10.39
WYMOND,NORF,52.5694,1.1153,2002,10/1,,
Wymondham,Norf.,52.5694,1.1153,2003,10/1,,
YngsEnd,Essex,51.8468,0.523,2009,16/10,,8.45
