Region,Region County,Lat,Long,Year,Sow Month,Ripe Time,Yield
West Charleton,Devon,50.2697,-3.7556,2005,10/1,305,9.8
Weston,Lincs,51.3474,-0.0832,2012,10/1,,8.46
Whitsome,Scottish Borders,55.7484,-2.217,2004,10/1,,10.49
Whitsome,Scottish Borders,55.7484,-2.217,2005,10/1,324,9.69
WIM SG,DORSET,50.9071,-1.9552,2002,10/1,293,12.45
Wimborne St Giles,Dorset,50.9071,-1.9552,2004,10/1,,8.92
Wimbourne St Giles,Dorset,50.9071,-1.9552,2003,10/1,,9.29
WINC'R,HANTS,51.0598,-1.3101,2002,10/1,310,9.93
Winchester,Hants.,51.0598,-1.3101,2003,10/1,302,10.9
Winchr,Hants,51.0598,-1.3101,2008,10/3,,10.82
Winchr,Hants,51.0598,-1.3101,2009,10/3,291,10.24
Winterbourne Whitechurch,Dorset,50.8007,-2.2317,2005,10/1,,10.47
Withernsea,EYorks,53.7313,0.0329,2016,30/9,,
WK'SOP,NOTTS,53.3093,-1.1227,2002,10/1,301,7.92
WNewton,EYorks,53.8229,-0.1805,2010,17/10,,7.44
Wolfertn,Norfk,52.8279,0.456,2006,10/1,289.33,9.46
Wolfertn,Norfk,52.8279,0.456,2007,10/1,302,8.94
Wolfertn,Norfk,52.8279,0.456,2008,10/9,299,12.29
Wolfertn,Norfk,52.8279,0.456,2009,10/9,,12.83
Wolfertn,Norfk,52.8279,0.456,2012,10/1,,8.48
Wolfertn,Norfk,52.8279,0.456,2014,10/8,,10.77
Wolfertn,Norfk,52.8279,0.456,2015,10/2,,12.83
Wolfertn,Norfk,52.8279,0.456,2016,27/11,,
Wolfertn,Norfk,52.8279,0.456,2017,10/7,,
Wolferton,Norfolk,52.8279,0.456,2004,10/1,304,10.22
Wolferton,Norfolk,52.8279,0.456,2005,10/1,301,9.87
Woolpit,Sufflk,52.2248,0.8879,2009,16/10,,8.97
Woolpit,Sufflk,52.2248,0.8879,2010,14/10,,7.17
Worksop,Notts.,53.3093,-1.1227,2003,10/1,306,9.45
Wye,Kent,51.1819,0.9379,2004,10/1,,12.38
Wye,Kent,51.1819,0.9379,2015,28/10,274,10.39
WYMOND,NORF,52.5694,1.1153,2002,10/1,306,10.26
Wymondham,Norf.,52.5694,1.1153,2003,10/1,295,10.12
YngsEnd,Essex,51.8468,0.523,2009,16/10,,8.66
