Region,Region County,Lat,Long,Year,Sow Month,Ripe Time,Yield
Winterbourne Whitechurch,Dorset,50.8007,-2.2317,2005,10/1,,
Withernsea,EYorks,53.7313,0.0329,2016,30/9,,13.76
WK'SOP,NOTTS,53.3093,-1.1227,2002,10/1,,
WNewton,EYorks,53.8229,-0.1805,2010,17/10,,8.08
Wolfertn,Norfk,52.8279,0.456,2006,10/1,,
Wolfertn,Norfk,52.8279,0.456,2007,10/1,301,9.15
Wolfertn,Norfk,52.8279,0.456,2008,10/9,298,13.98
Wolfertn,Norfk,52.8279,0.456,2009,10/9,,13.16
Wolfertn,Norfk,52.8279,0.456,2012,10/1,,9.22
Wolfertn,Norfk,52.8279,0.456,2014,10/8,,11.68
Wolfertn,Norfk,52.8279,0.456,2015,10/2,,12.96
Wolfertn,Norfk,52.8279,0.456,2016,27/11,,9.43
Wolfertn,Norfk,52.8279,0.456,2017,10/7,,9.97
Wolferton,Norfolk,52.8279,0.456,2004,10/1,,
Wolferton,Norfolk,52.8279,0.456,2005,10/1,,
Woolpit,Sufflk,52.2248,0.8879,2009,16/10,,9.56
Woolpit,Sufflk,52.2248,0.8879,2010,14/10,,8.28
Worksop,Notts.,53.3093,-1.1227,2003,10/1,,
Wye,Kent,51.1819,0.9379,2004,10/1,,
Wye,Kent,51.1819,0.9379,2015,28/10,278,10.92
WYMOND,NORF,52.5694,1.1153,2002,10/1,,
Wymondham,Norf.,52.5694,1.1153,2003,10/1,,
YngsEnd,Essex,51.8468,0.523,2009,16/10,,8.52
